fips,summer_high_f,winter_low_f,summer_avg_f,annual_avg_f,annual_precip_in,annual_snow_in
39047,82.4,22.5,71.9,52.0,41.4,19.2
39049,84.1,23.3,73.4,53.0,43.1,24.6
39051,82.4,18.7,70.6,49.2,36.0,27.9
39053,84.4,24.6,73.4,54.0,44.2,15.0
39055,79.3,19.7,68.8,48.6,47.2,98.5
39057,83.0,24.1,72.9,53.2,43.4,19.2
39059,83.1,23.1,72.0,52.4,41.2,17.0
39061,84.4,24.9,73.9,54.0,45.8,14.3
39063,83.2,22.6,72.8,52.0,35.3,25.1
39065,82.7,21.2,72.2,51.1,38.5,25.8
39067,81.0,22.3,71.0,51.0,41.9,23.6
39069,82.5,20.0,71.8,50.2,37.0,25.1
39071,83.3,22.5,72.0,52.5,46.4,20.0
39073,83.2,22.0,71.7,52.1,41.7,16.2
39075,81.7,20.6,70.2,50.2,40.9,21.9
39077,81.2,21.2,71.2,50.4,40.9,36.9
39079,82.3,23.5,71.7,52.5,42.0,20.0
39081,81.3,22.3,71.1,51.2,42.6,20.9
39083,80.7,18.9,69.2,49.0,43.0,33.6
39085,80.1,23.3,71.0,51.0,44.7,105.9
39087,84.6,24.2,73.2,53.8,47.0,10.7
39089,83.2,21.6,71.7,51.5,41.9,18.4
39091,82.2,20.6,71.7,51.0,42.1,25.8
39093,81.5,22.4,71.3,51.0,39.6,49.2
39095,82.9,22.0,72.6,51.2,35.5,37.4
39097,81.8,22.0,71.7,51.2,41.7,21.7
39099,80.8,20.6,69.4,49.5,41.8,43.9
39101,82.0,20.9,71.3,50.6,38.9,24.4
39103,80.0,19.6,69.3,48.8,42.0,43.1
39105,83.1,24.1,72.2,53.1,43.5,14.2
39107,82.2,20.9,71.7,51.1,38.8,23.1
39109,83.4,23.6,73.3,53.1,41.1,16.6
39111,81.6,22.6,70.8,51.6,45.9,22.3
39113,84.9,23.6,74.4,53.7,41.8,16.6
39115,82.8,23.2,71.8,52.5,44.2,17.7
39117,81.4,20.1,70.4,49.8,41.3,25.4
39119,82.9,24.3,72.3,53.0,39.4,13.6
39121,82.2,22.5,71.0,51.9,43.5,17.4
39123,81.7,22.6,72.3,51.2,37.1,26.2
39125,83.1,19.5,71.8,50.2,37.2,23.7
39127,82.2,20.9,70.7,51.1,43.6,17.6
39129,84.6,24.3,73.8,53.9,40.9,15.9
39131,84.3,23.9,73.1,53.5,43.4,14.5
39133,81.2,19.3,69.7,48.9,43.0,50.3
39135,83.5,20.1,71.9,51.3,42.9,16.8
39137,82.3,21.4,72.0,51.0,38.5,18.3
39139,81.6,20.8,70.7,50.3,42.7,41.2
39141,84.4,24.1,73.5,53.7,43.4,13.8
39143,82.5,21.6,72.0,50.8,37.0,26.7
39145,85.5,24.3,73.9,54.3,43.6,11.9
39147,82.3,21.4,72.0,50.9,38.6,28.4
39149,82.9,20.6,71.6,50.9,42.0,15.2
39151,82.3,22.5,71.7,51.3,42.2,37.2
39153,81.8,21.2,70.7,50.2,40.8,46.0
39155,80.4,20.2,69.2,49.3,42.2,42.9
39157,82.4,22.4,71.1,51.3,40.7,20.2
39159,82.8,22.6,72.5,51.9,40.4,23.7
39161,82.7,20.8,72.5,50.9,40.2,18.4
39163,82.2,22.6,71.0,52.0,46.1,22.5
39165,84.5,23.6,73.4,53.4,44.7,12.8
39167,83.9,24.9,73.2,53.7,44.3,18.6
39169,80.8,21.1,69.9,49.9,39.8,29.9
39171,81.8,19.3,70.9,49.4,37.4,31.7
39173,82.4,21.8,72.2,50.9,36.2,23.2
39175,82.5,20.2,71.4,50.4,40.0,24.2
40001,88.5,29.8,77.4,59.3,50.7,4.7
40003,93.1,24.7,80.9,59.0,32.1,11.3
40005,92.0,31.4,80.7,62.0,46.1,2.2
40007,92.3,21.2,78.6,57.0,21.1,10.8
40009,92.8,26.1,79.9,59.7,26.3,7.1
40011,92.4,26.5,80.2,59.3,31.9,7.4
40013,92.4,33.7,81.5,63.3,45.1,1.8
40015,91.8,28.3,80.6,60.3,32.5,4.4
40017,91.3,27.0,79.6,59.3,34.5,3.9
40019,92.8,32.2,81.6,62.9,38.1,2.5
40021,90.7,29.7,79.1,60.6,50.7,4.0
40023,91.9,33.5,80.8,63.3,48.8,0.9
40025,91.2,21.2,75.9,56.1,17.7,29.2
40027,90.8,30.2,80.4,60.9,37.3,4.1
40029,91.0,30.4,80.0,61.3,45.5,3.1
40031,93.8,30.4,82.1,62.2,33.1,1.4
40033,94.4,29.5,82.2,62.3,32.2,1.8
40035,89.8,28.0,79.2,59.5,44.0,7.3
40037,90.3,28.5,79.0,59.9,40.3,6.8
40039,93.0,27.1,80.7,60.2,30.9,6.7
40041,89.4,26.8,77.8,58.7,49.0,8.6
40043,92.7,25.0,79.9,58.8,28.9,9.7
40045,91.3,24.0,78.6,58.0,23.5,9.0
40047,92.3,26.5,80.7,59.3,33.2,8.2
40049,92.6,30.0,81.0,61.7,38.3,3.0
40051,93.7,28.7,81.5,61.5,35.6,4.3
40053,92.2,24.5,80.0,58.4,34.5,9.5
40055,93.2,27.1,81.0,60.7,27.8,2.9
40057,95.1,27.0,81.7,61.3,26.3,3.4
40059,93.1,22.9,80.1,58.2,22.6,13.9
40061,92.2,31.7,80.6,62.0,50.1,2.6
40063,91.6,29.9,80.3,61.2,42.9,2.8
40065,94.5,28.0,82.0,61.8,27.9,3.5
40067,94.3,32.4,82.5,63.6,34.0,1.7
40069,91.9,31.8,80.7,62.1,42.5,2.2
40071,91.2,25.7,79.8,58.8,37.0,7.8
40073,92.9,26.6,80.9,59.7,35.4,6.9
40075,94.1,29.4,82.0,61.4,29.4,3.6
40077,91.7,31.8,80.0,61.8,50.5,1.7
40079,91.4,30.6,80.3,61.3,50.7,1.4
40081,92.6,27.2,80.4,60.7,36.6,2.6
40083,91.4,29.0,80.6,60.5,35.5,7.3
40085,92.9,31.6,81.4,62.8,39.3,3.2
40087,91.6,29.7,80.1,61.2,38.0,4.1
40089,91.5,30.7,79.4,61.6,54.0,2.8
40091,91.6,28.7,79.8,60.4,47.4,5.3
40093,93.2,27.2,81.0,59.9,29.7,9.9
40095,93.0,32.5,81.9,63.0,41.7,2.1
40097,89.8,27.5,79.1,59.2,45.1,6.8
40099,91.4,30.6,80.5,61.6,40.8,2.3
40101,91.2,29.6,80.0,60.7,43.7,5.9
40103,91.9,26.5,80.4,59.6,36.6,7.0
40105,90.2,27.5,79.5,59.4,42.5,8.7
40107,91.3,31.4,80.3,61.5,43.9,4.8
40109,90.9,30.6,80.5,61.0,36.2,2.5
40111,90.9,28.4,79.6,60.2,45.6,2.5
40113,90.8,27.2,79.8,59.9,43.6,6.9
40115,89.1,26.7,78.2,58.2,49.2,8.2
40117,91.5,27.8,80.2,60.4,39.7,4.4
40119,91.5,27.8,80.2,60.1,36.7,6.3
40121,91.6,32.3,80.8,62.2,47.1,2.3
40123,91.4,30.6,80.5,61.4,43.8,3.5
40125,91.3,30.2,80.2,60.9,38.0,3.1
40127,91.2,30.8,79.8,61.5,50.3,1.6
40129,91.7,27.3,79.6,59.5,26.2,5.6
40131,90.3,27.4,79.5,59.4,45.2,8.0
40133,91.9,29.4,80.3,61.0,42.9,3.6
40135,89.9,30.7,79.7,60.6,49.3,2.0
40137,92.0,30.9,81.1,62.1,36.8,3.1
40139,91.9,22.4,77.7,56.9,17.6,10.8
40141,95.4,30.4,83.1,63.0,28.1,1.9
40143,92.0,30.3,81.4,61.4,43.3,8.7
40145,90.8,29.7,80.4,60.9,43.8,2.7
40147,90.7,25.2,78.9,58.5,41.4,8.6
40149,92.8,28.3,80.9,60.4,29.1,6.4
40151,92.9,24.6,80.5,58.8,28.4,10.1
40153,91.9,24.4,79.3,58.2,25.9,13.4
41001,85.4,21.3,66.9,48.1,12.5,71.6
41003,79.5,29.7,62.7,50.4,57.6,5.0
41005,77.3,34.1,64.8,52.2,62.8,3.0
41007,66.8,38.0,59.5,51.6,87.1,1.2
41009,75.0,32.3,62.2,50.4,50.3,1.6
41011,68.7,37.4,59.6,52.5,61.8,0.1
41013,84.3,23.0,64.8,48.2,17.7,21.7
41015,74.5,40.0,63.1,54.6,97.7,0.0
41017,79.6,22.6,61.7,46.2,15.3,17.2
41019,82.5,35.3,67.6,54.4,42.7,11.7
41021,81.9,26.7,67.5,50.3,12.1,18.3
41023,81.1,20.2,62.5,45.8,15.1,16.4
41025,81.6,20.0,63.6,46.1,24.7,
41027,75.2,28.0,61.8,47.6,62.9,78.5
41029,86.6,31.5,69.8,54.3,20.1,2.2
41031,84.3,24.6,66.0,49.3,11.0,14.3
41033,84.5,33.8,68.0,53.5,41.2,4.5
41035,75.1,19.5,57.3,42.3,26.0,216.4
41037,83.1,21.8,64.7,47.8,18.0,25.9
41039,77.4,35.9,64.6,52.8,44.7,0.6
41041,63.6,39.8,57.1,51.3,69.4,0.4
41043,77.7,33.4,63.1,51.2,56.9,0.9
41045,87.2,20.5,67.7,48.5,10.5,6.0
41047,73.2,33.3,61.5,49.4,64.7,10.4
41049,83.5,27.9,68.4,51.6,17.7,13.2
41051,79.0,36.8,67.1,54.2,45.5,3.4
41053,75.6,33.3,62.5,50.5,59.7,7.1
41055,81.9,25.5,66.1,49.4,11.9,14.6
41057,67.1,37.6,58.3,50.7,88.7,2.4
41059,85.9,28.4,70.3,52.7,12.9,14.6
41061,82.7,25.2,66.5,49.1,18.4,22.9
41063,82.1,19.1,63.5,45.8,18.4,51.0
41065,79.1,26.4,63.7,48.1,38.5,78.6
41067,79.0,34.0,65.7,52.7,45.1,3.4
41069,81.7,26.2,65.1,49.3,16.8,25.5
41071,80.2,35.4,66.0,53.3,59.9,10.1
42001,83.6,23.0,72.4,52.4,45.4,27.0
42003,82.5,23.7,72.2,52.5,39.9,32.3
42005,81.9,20.1,69.8,49.9,45.0,36.2
42007,80.9,22.3,70.4,50.8,40.2,30.5
42009,82.7,21.4,70.3,50.6,41.4,35.3
42011,84.0,24.7,73.6,53.4,47.3,24.6
42013,80.6,22.2,70.2,50.4,42.3,33.2
42015,80.9,18.9,68.9,48.5,38.1,37.8
42017,83.7,25.0,73.2,53.4,48.6,17.1
42019,80.4,19.9,68.6,48.9,43.5,33.5
42021,78.1,18.7,66.8,47.4,46.4,66.4
42023,80.1,18.6,68.4,48.1,43.6,42.4
42025,78.7,20.1,68.6,48.8,51.9,34.3
42027,79.2,19.4,68.0,48.0,41.9,47.3
42029,83.1,23.5,72.4,52.5,50.7,30.5
42031,80.4,17.8,67.9,47.7,46.8,45.9
42033,79.2,18.6,67.7,47.8,43.5,57.6
42035,81.4,20.8,69.9,49.7,42.0,35.3
42037,79.0,20.0,68.6,48.7,45.8,36.1
42039,78.4,20.1,68.3,48.3,43.5,95.0
42041,83.1,23.3,72.1,52.1,46.6,29.8
42043,82.7,23.4,71.7,51.8,48.7,27.0
42045,86.3,29.0,77.1,57.0,46.5,16.1
42047,78.4,17.0,66.1,46.4,45.6,63.2
42049,79.0,21.9,69.6,49.6,44.2,124.2
42051,80.8,21.3,69.5,50.4,48.2,45.8
42053,79.9,18.7,68.1,48.0,46.7,64.6
42055,82.5,24.3,72.2,52.3,44.5,31.9
42057,82.9,22.2,70.7,51.1,41.1,28.8
42059,82.3,21.7,70.3,51.2,44.4,25.2
42061,82.1,23.1,71.8,51.7,41.1,27.3
42063,80.2,19.6,68.4,48.9,46.8,43.3
42065,78.3,18.8,67.3,47.5,44.5,49.1
42067,82.8,23.3,71.8,51.9,43.8,28.4
42069,80.2,20.2,69.4,49.1,43.4,52.5
42071,84.7,24.4,73.7,53.7,43.8,23.5
42073,83.1,20.9,70.6,50.6,42.1,28.3
42075,82.2,23.4,71.7,51.9,47.4,25.4
42077,82.7,22.5,71.8,51.8,49.7,24.4
42079,78.9,19.7,68.3,48.4,46.4,40.7
42081,82.5,21.8,71.3,50.8,43.3,35.3
42083,76.4,16.7,64.9,45.3,45.8,72.0
42085,80.2,18.5,67.9,48.4,43.6,52.3
42087,82.2,22.3,71.2,51.0,42.0,31.0
42089,79.2,19.6,68.3,48.3,51.2,36.6
42091,84.7,23.4,73.6,53.3,48.8,17.1
42093,81.8,21.5,70.6,50.4,42.6,28.6
42095,82.8,23.0,72.2,52.1,51.0,32.6
42097,82.3,21.6,71.0,50.6,42.4,28.7
42099,82.6,23.3,71.7,51.9,45.7,26.3
42101,86.0,28.9,76.7,56.5,49.9,16.1
42103,80.0,17.4,68.1,47.8,47.9,43.9
42105,76.7,15.5,64.6,44.8,45.3,72.1
42107,80.3,21.0,70.0,49.9,53.5,44.6
42109,82.8,22.2,71.5,51.2,44.9,31.6
42111,75.3,18.0,65.9,46.6,45.3,90.4
42113,76.0,16.7,65.9,45.5,50.9,61.9
42115,77.2,14.7,65.7,45.0,46.2,74.1
42117,78.4,16.9,66.9,46.4,39.5,53.4
42119,82.7,22.0,71.3,51.1,44.2,30.2
42121,80.7,19.9,69.0,48.8,46.7,59.3
42123,79.0,17.6,66.7,46.7,48.0,91.6
42125,82.0,22.9,71.3,51.7,41.5,30.3
42127,75.3,14.3,64.6,44.1,47.5,69.2
42129,80.5,21.6,69.2,50.1,45.9,36.7
42131,79.3,18.4,67.9,47.7,42.5,44.9
42133,85.1,23.6,73.2,53.7,45.5,25.2
44001,80.9,25.5,71.6,52.2,49.6,37.4
44003,81.5,21.7,71.2,50.7,51.1,42.6
44005,77.6,26.5,69.8,51.6,44.3,29.6
44007,80.2,22.0,70.4,50.6,51.6,48.3
44009,78.9,22.3,68.8,50.0,51.2,31.6
45001,89.6,33.9,78.9,62.0,47.8,0.3
45003,91.2,34.5,80.2,63.5,48.8,0.7
45005,90.3,36.0,79.5,64.2,49.1,0.1
45007,89.0,33.9,78.7,61.7,49.7,1.0
45009,90.2,37.4,79.9,64.4,48.5,0.3
45011,90.3,36.4,79.6,64.1,47.5,0.7
45013,89.9,42.5,81.7,67.4,47.7,0.0
45015,91.0,38.8,81.2,65.5,52.3,0.0
45017,91.2,37.4,80.8,64.9,51.2,0.4
45019,87.1,43.5,80.9,66.7,48.6,
45021,87.2,29.3,76.0,58.9,47.4,2.1
45023,88.4,31.8,77.9,60.5,45.2,1.1
45025,89.9,33.7,79.2,62.4,49.0,1.1
45027,89.2,35.9,79.1,63.1,54.8,0.6
45029,88.9,37.1,79.2,64.1,52.4,0.0
45031,90.4,33.9,79.7,62.9,48.5,0.3
45033,90.0,33.9,79.2,62.7,49.3,0.7
45035,89.2,36.4,79.4,63.9,51.7,0.2
45037,90.7,35.9,79.6,63.4,48.1,0.7
45039,89.0,32.1,78.1,61.0,45.3,0.2
45041,90.8,36.6,80.4,64.4,48.7,0.5
45043,88.7,37.7,79.6,64.4,55.6,
45045,87.8,34.3,78.2,61.6,53.8,2.8
45047,89.4,34.1,78.8,62.1,45.7,0.7
45049,90.3,39.1,80.2,65.8,48.8,0.1
45051,87.7,37.1,79.3,63.8,56.1,
45053,89.7,41.0,80.9,66.5,51.0,0.0
45055,89.5,32.7,79.0,62.1,43.0,0.2
45057,89.2,33.3,78.6,61.6,44.6,1.6
45059,89.2,32.5,78.6,61.4,46.6,1.2
45061,89.2,34.7,79.0,62.7,47.8,0.5
45063,91.5,35.8,81.0,64.6,49.5,1.2
45065,90.7,34.2,79.6,62.7,47.1,0.5
45067,88.9,35.5,79.1,63.0,50.0,0.4
45069,90.0,34.8,79.7,63.0,45.8,0.5
45071,89.5,33.5,78.9,61.9,46.7,1.4
45073,86.7,31.3,76.0,59.3,60.2,2.3
45075,90.8,38.3,80.6,65.1,47.1,0.2
45077,87.9,31.8,77.5,60.4,58.4,1.0
45079,92.0,37.4,81.3,65.1,47.1,0.5
45081,90.3,33.5,79.4,62.1,47.4,0.6
45083,88.3,32.2,77.5,60.7,52.0,0.8
45085,88.9,35.1,78.6,62.7,49.3,0.4
45087,89.5,32.1,78.1,61.2,44.5,1.8
45089,90.6,34.8,79.6,63.8,52.6,1.2
45091,88.2,32.3,77.9,60.6,44.4,0.2
46003,82.5,10.9,71.2,46.3,24.3,39.3
46005,82.9,9.0,70.9,45.8,23.9,41.6
46007,83.9,13.6,69.8,47.0,21.4,45.8
46009,83.7,12.1,72.2,47.7,26.1,36.9
46011,79.1,7.2,68.5,43.4,25.5,36.5
46013,81.3,4.9,69.3,43.3,23.0,40.7
46015,84.2,12.6,72.0,47.5,22.6,41.4
46017,83.8,8.4,71.2,45.9,22.2,31.9
46019,83.4,9.6,68.9,44.9,18.5,41.5
46021,81.4,6.2,69.1,43.3,19.2,35.1
46023,84.5,13.5,72.7,48.7,25.2,35.9
46025,79.2,6.5,68.6,43.1,24.0,28.4
46027,83.3,11.7,71.9,47.8,28.0,33.9
46029,79.3,5.9,68.4,43.0,23.6,35.1
46031,83.1,8.8,69.6,44.6,18.5,41.1
46033,78.2,15.5,65.4,45.0,21.1,53.7
46035,83.8,11.4,72.4,47.4,23.9,39.0
46037,79.0,6.4,69.0,43.2,25.0,41.3
46039,78.2,5.9,67.7,42.4,26.8,59.9
46041,83.0,10.1,70.4,45.5,18.7,38.3
46043,85.4,13.5,73.0,49.1,25.4,35.8
46045,80.3,6.4,68.4,42.9,20.8,39.9
46047,86.3,12.8,70.3,47.9,18.2,40.0
46049,82.0,7.4,69.2,44.0,22.0,42.5
46051,80.1,6.0,69.0,43.3,24.8,47.0
46053,83.7,12.7,71.5,47.4,26.2,41.4
46055,85.8,11.7,71.8,47.4,18.7,41.9
46057,79.3,5.7,67.9,42.6,24.1,37.1
46059,82.1,9.5,70.0,45.2,22.6,42.7
46061,82.4,9.3,70.4,45.7,24.6,37.0
46063,82.6,10.0,68.3,44.5,14.9,50.7
46065,84.5,8.5,70.8,45.6,19.8,40.6
46067,82.8,11.1,71.4,46.9,26.2,37.8
46069,83.2,9.1,70.4,45.5,22.2,39.7
46071,86.4,14.0,72.2,48.7,21.1,38.5
46073,82.2,9.4,70.5,45.4,25.0,43.3
46075,83.9,13.0,71.7,47.4,21.0,44.7
46077,79.9,8.2,69.3,44.4,25.5,42.2
46079,80.7,8.9,69.8,45.0,26.7,38.1
46081,79.6,16.4,66.6,46.0,29.3,148.0
46083,81.7,9.8,70.9,46.2,29.0,37.9
46085,86.2,11.0,72.4,47.8,21.2,38.0
46087,81.7,9.1,70.2,45.2,27.2,34.7
46089,78.8,5.6,67.4,41.9,20.6,44.8
46091,79.8,4.7,68.9,42.7,24.4,45.2
46093,83.3,10.1,69.2,45.3,18.6,43.9
46095,85.0,13.4,71.5,48.0,20.6,44.0
46097,83.6,7.9,70.8,45.9,25.4,35.2
46099,82.0,10.6,71.4,46.5,28.6,44.6
46101,79.6,7.7,69.0,44.0,27.9,40.4
46102,84.7,13.8,70.7,48.0,19.5,45.8
46103,83.4,13.9,70.1,47.4,19.4,44.8
46105,82.7,10.4,68.8,44.9,19.0,40.6
46107,82.0,8.4,69.6,44.5,20.4,40.3
46109,80.7,6.8,69.1,43.7,24.4,42.1
46111,83.5,9.3,71.1,46.2,24.2,31.0
46115,81.7,6.3,69.8,44.0,22.0,30.1
46117,85.4,10.6,71.9,47.1,19.2,35.0
46119,84.0,9.9,71.2,45.9,21.0,47.6
46121,83.8,13.0,70.4,47.0,21.9,40.7
46123,86.1,15.1,73.4,49.7,21.9,48.8
46125,82.7,11.1,71.6,47.0,27.7,38.1
46127,83.0,11.2,71.6,47.4,29.2,35.2
46129,82.2,7.9,70.2,44.4,19.8,33.4
46135,84.0,12.9,72.7,48.4,28.3,38.5
46137,85.6,11.7,71.6,46.9,18.5,44.9
47001,86.2,30.4,75.8,58.2,56.8,3.8
47003,86.9,30.3,76.4,58.8,60.2,1.1
47005,88.1,31.0,78.0,59.8,52.1,3.1
47007,86.6,31.2,75.6,58.7,57.7,4.0
47009,84.7,29.6,74.5,57.5,54.5,6.3
47011,87.9,31.8,77.1,59.8,58.2,1.4
47013,84.5,27.2,73.3,55.7,55.8,6.0
47015,88.2,29.0,76.1,58.4,58.0,3.1
47017,88.3,30.0,78.0,59.3,55.8,3.2
47019,80.3,26.1,69.9,53.4,51.5,34.1
47021,87.8,28.9,76.5,58.3,51.3,1.3
47023,88.3,29.4,77.2,59.0,58.6,1.7
47025,84.0,26.7,73.4,55.4,54.0,8.7
47027,87.6,27.2,75.5,57.3,55.3,4.1
47029,86.1,30.4,75.3,58.3,49.0,4.6
47031,84.5,28.9,74.3,57.0,58.5,2.8
47033,88.0,31.4,78.1,59.6,54.0,3.6
47035,81.3,28.2,71.7,54.6,58.7,10.1
47037,88.9,30.8,78.2,59.9,54.0,4.0
47039,88.1,29.8,77.6,59.5,57.0,1.6
47041,86.8,29.0,75.9,58.0,58.2,3.1
47043,85.5,28.6,75.2,57.5,54.6,2.2
47045,88.4,30.4,78.4,59.5,54.4,3.1
47047,89.6,32.0,79.1,61.2,55.9,2.2
47049,82.4,27.7,72.3,55.2,58.7,14.8
47051,85.5,31.7,75.6,58.7,59.3,4.1
47053,88.6,30.3,78.2,59.5,55.6,3.6
47055,87.2,28.0,75.8,57.9,58.7,1.8
47057,85.1,29.0,74.7,57.2,48.0,7.4
47059,85.7,28.0,74.4,56.9,45.8,7.1
47061,82.6,28.5,72.5,55.7,62.3,4.3
47063,85.1,29.3,74.9,57.3,47.8,8.1
47065,86.4,32.0,76.4,59.2,61.0,4.0
47067,84.1,26.0,73.0,55.2,50.7,7.7
47069,88.5,30.3,77.8,59.7,56.4,1.8
47071,89.3,31.3,78.4,60.5,59.0,1.3
47073,84.5,27.5,73.7,56.2,48.3,6.6
47075,89.2,32.0,79.3,60.7,55.4,2.4
47077,88.3,29.8,77.5,59.2,55.1,1.6
47079,87.3,29.3,76.9,58.3,54.5,5.2
47081,86.2,29.2,75.7,58.3,55.7,
47083,87.2,29.1,76.9,58.6,55.5,3.8
47085,87.2,30.0,77.1,59.1,55.5,2.7
47087,88.8,26.0,76.0,57.4,57.2,4.2
47089,86.1,28.3,74.9,57.3,48.1,5.4
47091,80.8,25.4,70.0,53.4,47.5,27.4
47093,87.2,29.7,76.3,58.5,55.4,4.6
47095,87.2,30.3,78.0,58.9,51.4,6.3
47097,88.7,31.6,78.6,60.2,53.2,2.5
47099,87.2,30.2,76.5,58.9,58.2,1.6
47101,86.8,30.0,76.4,58.7,58.0,2.1
47103,87.9,32.4,76.9,60.0,59.6,1.1
47105,87.2,30.2,76.7,58.9,56.4,3.6
47107,87.4,30.2,76.6,58.8,59.8,3.2
47109,89.1,31.3,78.3,60.3,59.0,1.0
47111,87.0,29.1,76.7,58.1,56.5,6.1
47113,89.3,29.9,78.4,59.8,56.9,3.1
47115,85.1,31.2,75.2,58.4,62.5,4.2
47117,89.5,29.7,77.2,59.1,56.2,0.9
47119,88.2,29.1,76.8,58.5,57.2,1.7
47121,86.7,29.4,75.9,58.0,58.6,2.0
47123,87.5,30.2,75.8,58.6,56.5,3.2
47125,88.0,29.6,77.2,58.6,53.6,0.5
47127,87.8,29.0,76.2,58.3,61.9,1.6
47129,85.3,28.2,74.0,56.6,57.9,3.8
47131,87.2,28.9,77.0,58.1,53.8,4.2
47133,85.0,29.1,74.7,57.1,55.7,7.6
47135,87.2,29.0,76.3,58.5,57.3,1.9
47137,83.3,27.9,73.4,56.1,55.3,11.3
47139,87.9,30.7,76.8,59.2,59.9,2.3
47141,85.7,29.0,75.0,57.3,59.9,7.6
47143,86.4,29.9,75.7,58.2,58.4,2.1
47145,86.6,29.9,76.4,58.3,58.9,2.0
47147,86.8,28.8,76.3,57.8,53.1,4.4
47149,87.7,28.8,76.3,58.2,55.0,2.2
47151,83.6,26.2,72.6,54.9,57.1,6.8
47153,86.5,32.4,76.0,59.4,61.1,3.6
47155,78.6,25.9,68.6,52.5,63.2,26.9
47157,90.5,33.2,80.5,62.1,55.6,2.6
47159,87.7,29.2,76.4,58.5,54.3,1.8
47161,87.0,29.2,77.0,58.5,54.9,3.8
47163,85.2,28.2,74.1,56.6,46.3,7.3
47165,87.0,28.3,76.3,57.6,54.2,3.6
47167,88.3,31.1,78.2,59.7,56.0,2.6
47169,87.2,28.7,75.8,57.8,54.4,3.3
47171,83.0,26.5,71.4,54.7,48.4,9.3
47173,84.4,26.2,73.0,55.3,54.1,4.5
47175,84.9,28.9,74.0,56.9,60.7,5.0
47177,87.2,32.5,76.6,59.9,56.4,4.0
47179,84.7,27.4,73.2,55.9,47.7,8.3
47181,87.3,28.7,75.9,58.2,61.7,1.5
47183,87.5,29.2,77.4,58.6,53.8,1.4
47185,86.5,29.7,75.8,58.0,58.8,5.2
47187,89.0,29.9,77.6,59.3,54.5,2.5
47189,88.6,28.9,77.2,58.5,55.8,1.2
48001,92.7,38.2,82.1,66.0,45.4,0.1
48003,94.8,32.4,81.5,64.4,14.3,2.1
48005,91.9,38.6,81.2,65.9,51.9,0.2
48007,91.2,49.0,84.6,72.3,33.1,0.2
48009,95.5,32.4,83.5,64.3,31.8,2.6
48011,91.6,24.5,77.8,58.2,21.5,8.6
48013,96.4,42.7,84.8,70.8,28.6,0.1
48015,93.7,43.2,83.3,69.1,46.4,0.0
48017,91.3,22.4,76.0,57.3,18.0,6.5
48019,93.9,37.0,81.6,66.6,35.3,0.2
48021,95.0,39.6,83.6,68.2,36.9,0.0
48023,95.3,30.8,83.0,63.5,27.8,1.9
48025,93.8,45.5,83.4,70.6,31.9,0.0
48027,94.3,37.8,82.7,66.6,37.3,0.0
48029,94.3,42.1,83.9,69.4,34.0,0.1
48031,94.3,37.0,82.3,66.7,32.7,0.2
48033,92.8,32.8,80.7,63.5,19.5,1.5
48035,93.9,35.1,82.3,65.0,38.0,0.1
48037,91.7,34.9,81.1,63.7,51.8,1.8
48039,91.0,48.5,83.3,70.9,51.5,0.0
48041,94.8,41.5,84.0,68.7,43.9,0.0
48043,95.1,33.6,81.7,66.2,11.8,0.5
48045,91.4,25.5,78.1,59.0,22.2,8.6
48047,97.2,46.7,85.2,72.8,27.6,0.1
48049,95.0,33.7,82.9,65.3,30.2,1.2
48051,95.1,39.7,83.5,68.0,40.6,0.0
48053,93.4,38.3,82.3,66.4,30.9,0.1
48055,96.2,41.2,84.6,69.4,34.5,0.0
48057,90.0,48.0,83.7,71.3,41.4,0.1
48059,94.2,33.6,82.3,64.7,28.4,3.6
48061,92.0,53.6,84.4,74.4,28.6,0.1
48063,91.6,34.9,81.1,63.8,47.6,1.1
48065,92.1,26.2,78.7,59.0,20.9,14.4
48067,92.5,35.8,81.8,64.5,51.4,1.2
48069,90.1,23.2,75.9,56.8,20.0,9.7
48071,90.9,44.2,82.4,68.8,61.2,0.2
48073,90.7,38.3,80.9,65.0,49.2,0.3
48075,94.6,29.6,81.8,62.4,24.6,4.8
48077,94.5,31.0,82.0,63.1,32.5,1.1
48079,91.9,24.5,77.0,58.6,17.7,5.6
48081,94.4,31.6,82.2,64.3,21.6,2.1
48083,94.5,34.9,82.2,65.3,28.5,1.7
48085,93.2,35.7,82.4,64.9,40.0,1.4
48087,95.0,27.9,81.3,61.6,24.4,5.3
48089,94.7,41.8,83.3,69.0,45.9,0.0
48091,93.6,41.6,82.9,68.1,37.0,
48093,94.6,35.9,82.9,65.7,31.9,0.0
48095,94.1,32.8,81.7,64.6,25.3,0.5
48097,92.4,32.3,81.3,62.7,40.6,2.4
48099,94.1,36.8,82.6,66.3,36.1,0.2
48101,94.9,29.2,81.7,62.3,23.9,3.2
48103,95.7,32.6,83.2,65.8,13.4,1.8
48105,94.3,32.0,82.2,65.1,19.5,1.0
48107,92.1,28.0,79.4,61.0,21.8,4.5
48109,89.6,32.8,77.5,61.4,11.5,3.3
48111,90.7,21.3,75.9,55.8,16.6,16.1
48113,95.1,39.7,85.2,67.5,40.6,1.7
48115,93.2,28.2,79.3,61.2,17.0,2.6
48117,90.7,23.7,76.5,57.1,20.3,14.3
48119,93.0,35.9,82.7,64.7,46.7,0.9
